UNIPROT_AC	name	ENSEMBL_ID	GENE_NAME	DO_ID
O08600	NUCG	ENSMUSG00000015337	Endog	DOID:11832|DOID:2316|DOID:6000|DOID:767
O08601	MTP	ENSMUSG00000028158	Mttp	DOID:10763|DOID:1168|DOID:13810|DOID:1386|DOID:14221|DOID:2018|DOID:9452|DOID:9970
O08619	F13A	ENSRNOG00000015957	F13a1	DOID:10808|DOID:11247|DOID:2211|DOID:2349|DOID:5844|DOID:8778|DOID:8947|DOID:9286|DOID:9477
O08623	SQSTM	ENSRNOG00000003147	Sqstm1	DOID:10763|DOID:1686|DOID:5408
O08625	SYT10	ENSRNOG00000014296	Syt10	DOID:11832
O08638	MYH11	ENSMUSG00000018830	Myh11	DOID:13832|DOID:14004|DOID:7693
O08650	HYAS3	ENSMUSG00000031910	Has3	DOID:6432
O08651	SERA	ENSRNOG00000019328	Phgdh	DOID:9252
O08656	HXA1	ENSRNOG00000058485	Hoxa1	DOID:12849
O08677	KNG1	ENSMUSG00000022875	Kng1	DOID:11123|DOID:9719
O08678	MARK1	ENSRNOG00000002339	Mark1	DOID:1289
O08679	MARK2	ENSRNOG00000021184	Mark2	DOID:1289
O08680	EPHA3	ENSRNOG00000030285	Epha3	DOID:1793
O08688	CAN5	ENSMUSG00000035547	Capn5	DOID:9719
O08689	GDF8	ENSMUSG00000026100	Mstn	DOID:1459|DOID:332|DOID:341|DOID:4676|DOID:6000|DOID:767
O08691	ARGI2	ENSMUSG00000021125	Arg2	DOID:10763|DOID:2841|DOID:3021|DOID:5199|DOID:783
O08696	FOXM1	ENSMUSG00000001517	Foxm1	DOID:1324|DOID:684|DOID:9352
O08699	PGDH	ENSRNOG00000010610	Hpgd	DOID:0050589|DOID:14283|DOID:1520|DOID:305|DOID:5394|DOID:6255|DOID:6432|DOID:750
O08701	ARGI2	ENSRNOG00000053811	Arg2	DOID:10763|DOID:2841|DOID:3021|DOID:5199|DOID:783
O08705	NTCP	ENSMUSG00000021135	Slc10a1	DOID:13580|DOID:9970
O08710	THYG	ENSMUSG00000053469	Tg	DOID:12176|DOID:12361|DOID:1459|DOID:7188
O08712	TR11B	ENSMUSG00000063727	Tnfrsf11b	DOID:10595|DOID:10763|DOID:1184|DOID:12466|DOID:1712|DOID:3312|DOID:3393|DOID:3407|DOID:341|DOID:3526|DOID:4248|DOID:5408|DOID:5419|DOID:5844|DOID:6000|DOID:783|DOID:820|DOID:8398|DOID:9352
O08715	AKAP1	ENSMUSG00000018428	Akap1	DOID:2316
O08718	O08718	ENSRNOG00000024413	Neurog3	DOID:10603|DOID:9352
O08719	EVL	ENSRNOG00000014476	Evl	DOID:680
O08725	GHSR	ENSRNOG00000024119	Ghsr	DOID:1824|DOID:224|DOID:3125|DOID:3525|DOID:9970
O08727	TR11B	ENSRNOG00000008336	Tnfrsf11b	DOID:10595|DOID:10763|DOID:1184|DOID:12466|DOID:1712|DOID:3312|DOID:3393|DOID:3407|DOID:341|DOID:3526|DOID:4248|DOID:5408|DOID:5419|DOID:5844|DOID:6000|DOID:783|DOID:820|DOID:8398|DOID:9352
O08730	GLYG	ENSRNOG00000011146	Gyg1	DOID:2747
O08734	BAK	ENSMUSG00000057789	Bak1	DOID:10652|DOID:127|DOID:12704|DOID:2893|DOID:3669|DOID:4450
O08736	CASPC	ENSMUSG00000025887	Casp12	DOID:10652|DOID:114|DOID:11446|DOID:2055|DOID:2316|DOID:3083|DOID:332|DOID:4989|DOID:5199|DOID:6000|DOID:9352|DOID:9744
O08738	CASP6	ENSMUSG00000027997	Casp6	DOID:1002|DOID:10286|DOID:10652|DOID:11132|DOID:1824|DOID:2316|DOID:3525|DOID:3908|DOID:4001
O08749	DLDH	ENSMUSG00000020664	Dld	DOID:0014667|DOID:9269
O08750	NFIL3	ENSMUSG00000056749	Nfil3	DOID:0050589|DOID:2945
O08756	HCD2	ENSMUSG00000025260	Hsd17b10	DOID:10652|DOID:3347
O08759	UBE3A	ENSMUSG00000025326	Ube3a	DOID:1059|DOID:1932
O08760	OGG1	ENSMUSG00000030271	Ogg1	DOID:10283|DOID:1070|DOID:12361|DOID:14330|DOID:1612|DOID:1793|DOID:1824|DOID:2237|DOID:224|DOID:2394|DOID:2513|DOID:2671|DOID:3314|DOID:3525|DOID:4450|DOID:4947|DOID:5520|DOID:678|DOID:83|DOID:9352
O08762	NETR	ENSMUSG00000027978	Prss12	DOID:1059
O08769	O08769	ENSRNOG00000007249	Cdkn1b	DOID:10976|DOID:11054|DOID:11446|DOID:1612|DOID:1686|DOID:2154|DOID:2671|DOID:2920|DOID:3021|DOID:3125|DOID:3908|DOID:4448|DOID:4450|DOID:5409|DOID:5844|DOID:6432|DOID:8552|DOID:8991|DOID:9119|DOID:9970
O08771	O08771	ENSRNOG00000023497	Foxe1	DOID:3969
O08773	RGS14	ENSRNOG00000015616	Rgs14	DOID:585
O08775	VGFR2	ENSRNOG00000046829	Kdr	DOID:0060180|DOID:10763|DOID:10873|DOID:11054|DOID:11132|DOID:1115|DOID:13025|DOID:1577|DOID:1580|DOID:1612|DOID:1679|DOID:1793|DOID:1875|DOID:1909|DOID:2316|DOID:2349|DOID:2526|DOID:2671|DOID:2841|DOID:289|DOID:3042|DOID:3070|DOID:3083|DOID:3192|DOID:332|DOID:3459|DOID:418|DOID:4448|DOID:4449|DOID:5844|DOID:6039|DOID:8577|DOID:8778|DOID:8893|DOID:9352
O08784	TCOF	ENSMUSG00000024613	Tcof1	DOID:2908
O08785	CLOCK	ENSMUSG00000029238	Clock	DOID:10652|DOID:10763|DOID:13580|DOID:3312|DOID:535|DOID:9351
O08786	CCKAR	ENSMUSG00000029193	Cckar	DOID:10211|DOID:1793|DOID:3587|DOID:9352|DOID:9970
O08788	DCTN1	ENSMUSG00000031865	Dctn1	DOID:231
O08795	GLU2B	ENSMUSG00000003402	Prkcsh	DOID:409
O08796	EF2K	ENSMUSG00000035064	Eef2k	DOID:10652
O08808	DIAP1	ENSMUSG00000024456	Diaph1	DOID:10003
O08810	U5S1	ENSMUSG00000020929	Eftud2	DOID:2908
O08811	ERCC2	ENSMUSG00000030400	Ercc2	DOID:10283|DOID:10534|DOID:10652|DOID:11054|DOID:11088|DOID:12689|DOID:14250|DOID:1612|DOID:1793|DOID:1909|DOID:2152|DOID:2960|DOID:2962|DOID:3070|DOID:3393|DOID:37|DOID:3908|DOID:4448|DOID:635|DOID:684|DOID:8552|DOID:9119|DOID:9538|DOID:9952
O08812	CTR3	ENSRNOG00000004133	Slc7a3	DOID:9455
O08816	WASL	ENSRNOG00000006975	Wasl	DOID:3310|DOID:9169
O08837	CDC5L	ENSRNOG00000019975	Cdc5l	DOID:3347|DOID:4914
O08839	BIN1	ENSRNOG00000012852	Bin1	DOID:2526|DOID:3459
O08848	RO60	NA	RO60	DOID:9074
O08849	RGS2	ENSMUSG00000026360	Rgs2	DOID:10763|DOID:11206|DOID:365|DOID:5082|DOID:724
O08850	RGS5	ENSMUSG00000026678	Rgs5	DOID:10763|DOID:10825
O08852	PKD1	ENSMUSG00000032855	Pkd1	DOID:10941|DOID:11984|DOID:898
O08858	SSR5	ENSMUSG00000050824	Sstr5	DOID:14330|DOID:3312
O08859	TSG6	ENSMUSG00000053475	Tnfaip6	DOID:11382|DOID:3310|DOID:4251
O08863	BIRC3	ENSMUSG00000032000	Birc3	DOID:4450
O08873	MADD	ENSRNOG00000012568	Madd	DOID:224|DOID:9352
O08899	RGS4	ENSMUSG00000038530	Rgs4	DOID:10763|DOID:11206|DOID:12528|DOID:1824|DOID:1826|DOID:365
O08900	IKZF3	ENSMUSG00000018168	Ikzf3	DOID:9074
O08901	BUB1	ENSMUSG00000027379	Bub1	DOID:9256
O08908	P85B	ENSMUSG00000031834	Pik3r2	DOID:10283|DOID:219|DOID:3498
O08911	MK12	ENSMUSG00000022610	Mapk12	DOID:14330
O08912	GALT1	ENSMUSG00000000420	Galnt1	DOID:4079
O08914	FAAH1	ENSMUSG00000034171	Faah	DOID:303|DOID:9970
O08954	SNAI2	ENSRNOG00000047699	Snai2	DOID:3263
O08961	ZN423	NA	Znf423	DOID:2785|DOID:2786
O08962	KCNH2	ENSRNOG00000009872	Kcnh2	DOID:2843
O08966	S22A1	ENSMUSG00000023829	Slc22a1	DOID:13619|DOID:1852|DOID:2841|DOID:3021
O08983	HPS1	ENSMUSG00000025188	Hps1	DOID:2223
O08984	LBR	NA	Lbr	DOID:12236|DOID:1702|DOID:9074|DOID:9631
O08989	RASM	ENSMUSG00000032470	Mras	DOID:3490
O09000	NCOA3	ENSMUSG00000027678	Ncoa3	DOID:10283|DOID:1612|DOID:3459|DOID:9970
O09015	MXI1	ENSRNOG00000034078	Mxi1	DOID:10283|DOID:14330|DOID:3458|DOID:3512|DOID:5041
O09018	COT2	ENSRNOG00000010308	Nr2f2	DOID:10763|DOID:12930|DOID:3827|DOID:9352
O09030	I13R1	ENSMUSG00000017057	Il13ra1	DOID:2841|DOID:3083|DOID:3310|DOID:6432|DOID:8893
O09032	ELAV4	ENSRNOG00000023601	Elavl4	DOID:11446|DOID:1459|DOID:1824|DOID:8927
O09037	REG3A	ENSMUSG00000079516	Reg3a	DOID:2913|DOID:5082|DOID:684
O09039	SH2B3	ENSMUSG00000042594	Sh2b3	DOID:10763|DOID:2224|DOID:4971|DOID:8552
O09043	NAPSA	ENSMUSG00000002204	Napsa	DOID:14503
O09047	C3AR	ENSMUSG00000040552	C3ar1	DOID:11394|DOID:2841|DOID:4483|DOID:850
O09053	WRN	ENSMUSG00000031583	Wrn	DOID:1580|DOID:1612|DOID:3393|DOID:397|DOID:5688|DOID:5844
O09100	GATA2	ENSMUSG00000015053	Gata2	DOID:12449|DOID:1596|DOID:8692|DOID:9119
O09102	GCM2	ENSMUSG00000021362	Gcm2	DOID:11199|DOID:13543|DOID:5223
O09106	HDAC1	ENSMUSG00000028800	Hdac1	DOID:2377|DOID:3459|DOID:3587|DOID:6432|DOID:8991|DOID:9256|DOID:9744|DOID:986|DOID:9952
O09107	INSL3	ENSMUSG00000079019	Insl3	DOID:11383
O09108	LSHB	ENSMUSG00000100916	Lhb	DOID:2945
O09110	MP2K3	ENSMUSG00000018932	Map2k3	DOID:14330|DOID:1612|DOID:219|DOID:3068|DOID:3069|DOID:397|DOID:4362|DOID:5679
O09114	PTGDS	ENSMUSG00000015090	Ptgds	DOID:10003|DOID:10763|DOID:11664|DOID:3407|DOID:9352
O09131	GSTO1	ENSMUSG00000025068	Gsto1	DOID:10652|DOID:14330
O09139	E2F1	NA	E2f1	DOID:10652|DOID:11054|DOID:12858|DOID:12894|DOID:1307|DOID:1793|DOID:3068|DOID:3070|DOID:3498|DOID:3907|DOID:3908|DOID:3910|DOID:4074|DOID:5409|DOID:8552|DOID:9744
O09158	CP3AP	ENSMUSG00000029630	Cyp3a25	DOID:10825|DOID:8552|DOID:9952
O09159	MA2B1	ENSMUSG00000005142	Man2b1	DOID:3413
O09161	CASQ2	ENSMUSG00000027861	Casq2	DOID:1929|DOID:6000
O09164	SODE	ENSMUSG00000072941	Sod3	DOID:10763|DOID:114|DOID:1389|DOID:3083|DOID:3393|DOID:552|DOID:5844|DOID:8618|DOID:8805|DOID:8947|DOID:9351|DOID:9352
O09165	CASQ1	ENSMUSG00000007122	Casq1	DOID:9352
O09172	GSH0	ENSMUSG00000028124	Gclm	DOID:5844|DOID:8725
O09173	HGD	ENSMUSG00000022821	Hgd	DOID:9270
O09174	AMACR	ENSMUSG00000022244	Amacr	DOID:11054|DOID:3459|DOID:4450
O09175	AMPB	ENSRNOG00000006720	Rnpep	DOID:10763
O09198	MAL	ENSMUSG00000027375	Mal	DOID:10581
O14593	RFXK	ENSG00000064490	RFXANK	DOID:5812
O14649	KCNK3	ENSG00000171303	KCNK3	DOID:14557
O14656	TOR1A	ENSG00000136827	TOR1A	DOID:543
O14746	TERT	ENSG00000164362	TERT	DOID:12449
O14763	TR10B	ENSG00000120889	TNFRSF10B	DOID:5520
O14832	PAHX	ENSG00000107537	PHYH	DOID:10582
O14836	TR13B	ENSG00000240505	TNFRSF13B	DOID:12177
O14936	CSKP	ENSG00000147044	CASK	DOID:14711
O15117	FYB1	ENSG00000082074	FYB1	DOID:1588
O15169	AXIN1	ENSG00000103126	AXIN1	DOID:684
O15178	TBXT	ENSG00000164458	TBXT	DOID:3302
O15198	SMAD9	ENSG00000120693	SMAD9	DOID:14557
O15259	NPHP1	ENSG00000144061	NPHP1	DOID:12712
O15297	PPM1D	ENSG00000170836	PPM1D	DOID:1612|DOID:2394
O15357	SHIP2	ENSG00000165458	INPPL1	DOID:9352
O15360	FANCA	ENSG00000187741	FANCA	DOID:13636
O15484	CAN5	ENSG00000149260	CAPN5	DOID:9719
O15528	CP27B	ENSG00000111012	CYP27B1	DOID:10609
O19441	O19441	ENSMUSG00000079507	H2-Q1	DOID:0060180|DOID:0080600|DOID:10003|DOID:1123|DOID:11335|DOID:12185|DOID:12361|DOID:1273|DOID:13025|DOID:13141|DOID:13241|DOID:1407|DOID:1485|DOID:1883|DOID:2703|DOID:2723|DOID:2841|DOID:2945|DOID:399|DOID:4362|DOID:4481|DOID:526|DOID:6039|DOID:7147|DOID:8947|DOID:9415|DOID:9849|DOID:987|DOID:988
O19442	O19442	ENSMUSG00000067201	H2-M9	DOID:1273|DOID:1485|DOID:1883|DOID:2841|DOID:4481
O19443	O19443	ENSMUSG00000024448	H2-M10.1	DOID:1273|DOID:1485|DOID:1883|DOID:2841|DOID:4481
O35048	3BHS7	ENSRNOG00000019080	Hsd3b7	DOID:1852
O35049	NSMA2	ENSRNOG00000000257	Smpd3	DOID:12347|DOID:224|DOID:3083|DOID:6432|DOID:9406|DOID:9675
O35052	CDS1	ENSRNOG00000002142	Cds1	DOID:162
O35054	CLD4	ENSMUSG00000047501	Cldn4	DOID:13976|DOID:1793|DOID:2394|DOID:3587
O35074	PTGIS	ENSMUSG00000017969	Ptgis	DOID:10763|DOID:10825|DOID:2316|DOID:6432
O35078	OXDA	ENSRNOG00000054962	Dao	DOID:5419
O35082	KLOT	ENSMUSG00000058488	Kl	DOID:10584|DOID:1074|DOID:10763|DOID:1168|DOID:12466|DOID:3393|DOID:4372|DOID:783|DOID:784|DOID:9352|DOID:9675
O35084	CP27B	ENSMUSG00000006724	Cyp27b1	DOID:10609|DOID:2043|DOID:2527|DOID:3021|DOID:893|DOID:9744|DOID:9970
O35085	ARX	ENSMUSG00000035277	Arx	DOID:14744|DOID:9352
O35093	TIM23	NA	Timm23	DOID:767
O35094	TIM44	ENSRNOG00000001058	Timm44	DOID:13207|DOID:8947
O35099	M3K5	ENSMUSG00000071369	Map3k5	DOID:12858|DOID:8677
O35111	KCNK3	ENSMUSG00000049265	Kcnk3	DOID:14557|DOID:1824|DOID:5453
O35114	SCRB2	ENSMUSG00000029426	Scarb2	DOID:891
O35118	GFRA3	ENSMUSG00000024366	Gfra3	DOID:11446
O35126	ATN1	ENSMUSG00000004263	Atn1	DOID:5419
O35132	CP27B	ENSRNOG00000046214	Cyp27b1	DOID:10609|DOID:2043|DOID:2527|DOID:3021|DOID:893|DOID:9744|DOID:9970
O35137	ALX4	ENSMUSG00000040310	Alx4	DOID:2340
O35141	RASF5	ENSRNOG00000005342	Rassf5	DOID:3908|DOID:9074
O35142	COPB2	NA	Copb2	DOID:10907
O35143	ATIF1	NA	Atp5if1	DOID:1432
O35147	BAD	ENSRNOG00000021147	Bad	DOID:10286|DOID:10652|DOID:10763|DOID:10808|DOID:11132|DOID:11832|DOID:1380|DOID:1459|DOID:1612|DOID:1686|DOID:1793|DOID:1875|DOID:219|DOID:2316|DOID:3021|DOID:3070|DOID:3525|DOID:3669|DOID:3770|DOID:3908|DOID:4448|DOID:4450|DOID:8398|DOID:9352|DOID:9743|DOID:9970
O35152	BET1L	ENSRNOG00000013165	Bet1l	DOID:13223
O35153	BET1L	ENSMUSG00000025484	Bet1l	DOID:13223
O35160	PITX3	ENSMUSG00000025229	Pitx3	DOID:14330|DOID:83
O35165	GOSR2	ENSRNOG00000003506	Gosr2	DOID:891
O35166	GOSR2	ENSMUSG00000020946	Gosr2	DOID:891
O35179	SH3G2	ENSRNOG00000006761	Sh3gl2	DOID:11832
O35181	NRG3	ENSMUSG00000041014	Nrg3	DOID:5419
O35182	SMAD6	ENSMUSG00000036867	Smad6	DOID:2340
O35186	CATK	ENSRNOG00000021155	Ctsk	DOID:10754|DOID:10941
O35188	X3CL1	ENSMUSG00000031778	Cx3cl1	DOID:10223|DOID:10459|DOID:10762|DOID:13141|DOID:1679|DOID:1824|DOID:224|DOID:2527|DOID:2841|DOID:2913|DOID:2921|DOID:326|DOID:3310|DOID:418|DOID:4483|DOID:6432|DOID:649|DOID:7148|DOID:820|DOID:850|DOID:8544|DOID:9477|DOID:9810
O35206	COFA1	ENSMUSG00000028339	Col15a1	DOID:0050700|DOID:423|DOID:699
O35216	CENPA	ENSMUSG00000029177	Cenpa	DOID:417|DOID:684
O35217	MINP1	ENSRNOG00000011287	Minpp1	DOID:3969
O35219	KCNH2	ENSMUSG00000038319	Kcnh2	DOID:2843
O35235	TNF11	ENSMUSG00000022015	Tnfsf11	DOID:11476|DOID:5844|DOID:820
O35245	PKD2	ENSMUSG00000034462	Pkd2	DOID:10941|DOID:3021|DOID:8466|DOID:898
O35251	VEGFD	ENSRNOG00000003587	Vegfd	DOID:11054|DOID:4001
O35253	SMAD7	ENSMUSG00000025880	Smad7	DOID:10952|DOID:1380|DOID:1793|DOID:4074|DOID:5082|DOID:6432|DOID:684|DOID:9256
O35256	PR4A1	ENSMUSG00000005891	Prl4a1	DOID:2945|DOID:3407|DOID:9970|DOID:9993
O35257	PR6A1	ENSMUSG00000069259	Prl6a1	DOID:2945|DOID:3407|DOID:9970|DOID:9993
O35261	E2F3	ENSMUSG00000016477	E2f3	DOID:10283|DOID:3070|DOID:3907|DOID:3908|DOID:3910
O35264	PA1B2	ENSRNOG00000057102	Pafah1b2	DOID:0060058
O35274	NEB2	ENSRNOG00000052113	Ppp1r9b	DOID:10652|DOID:14330|DOID:5419|DOID:684
O35280	CHK1	ENSMUSG00000032113	Chek1	DOID:1793
O35303	DNM1L	ENSRNOG00000001813	Dnm1l	DOID:10652|DOID:12930|DOID:3770|DOID:784|DOID:9352
O35304	VACHT	ENSMUSG00000100241	Slc18a3	DOID:10652|DOID:12858|DOID:2841|DOID:365
O35305	TNR11	ENSMUSG00000026321	Tnfrsf11a	DOID:11476|DOID:5408|DOID:820
O35312	GDF8	ENSRNOG00000021294	Mstn	DOID:1459|DOID:332|DOID:341|DOID:4676|DOID:6000|DOID:767
O35316	SC6A6	ENSMUSG00000030096	Slc6a6	DOID:10584|DOID:4752
O35326	SRSF5	ENSMUSG00000021134	Srsf5	DOID:1612|DOID:4467
O35346	FAK1	ENSRNOG00000007916	Ptk2	DOID:10283|DOID:10763|DOID:10952|DOID:127|DOID:2871|DOID:289|DOID:2893|DOID:326|DOID:4001|DOID:4362|DOID:4676|DOID:5409|DOID:6432|DOID:684
O35350	CAN1	ENSMUSG00000024942	Capn1	DOID:10652|DOID:11446|DOID:11723|DOID:1826|DOID:2476|DOID:3021
O35367	KERA	ENSMUSG00000019932	Kera	DOID:10126|DOID:2566
O35370	O35370	ENSRNOG00000004687	Thbd	DOID:10223|DOID:10652|DOID:10763|DOID:11247|DOID:11394|DOID:12132|DOID:13809|DOID:1459|DOID:1875|DOID:2452|DOID:2841|DOID:2945|DOID:2987|DOID:3021|DOID:326|DOID:3393|DOID:3410|DOID:3526|DOID:3908|DOID:409|DOID:6432|DOID:676|DOID:7147|DOID:7148|DOID:783|DOID:8577|DOID:8778|DOID:9074|DOID:9352|DOID:9744|DOID:9970
O35379	MRP1	ENSMUSG00000023088	Abcc1	DOID:3083
O35386	PAHX	ENSMUSG00000026664	Phyh	DOID:10582|DOID:905|DOID:906
O35393	EFNB3	ENSMUSG00000003934	Efnb3	DOID:480
O35397	CASP6	ENSRNOG00000009508	Casp6	DOID:1002|DOID:10286|DOID:10652|DOID:11132|DOID:1824|DOID:2316|DOID:3525|DOID:3908|DOID:4001
O35410	O35410	ENSRNOG00000004255	Usf1	DOID:1287|DOID:9352
O35417	PDYN	ENSMUSG00000027400	Pdyn	DOID:3328
O35423	SPYA	ENSMUSG00000026272	Agxt	DOID:2977
O35425	BOK	ENSMUSG00000026278	Bok	DOID:10908|DOID:14330
O35426	XBP1	ENSMUSG00000020484	Xbp1	DOID:0050589
O35427	RPC9	ENSMUSG00000025532	Crcp	DOID:11446
O35433	TRPV1	ENSRNOG00000019486	Trpv1	DOID:5844|DOID:6364
O35448	PPT2	ENSMUSG00000015474	Ppt2	DOID:14503
O35454	CLCN6	ENSMUSG00000029016	Clcn6	DOID:3393
O35460	ANGP1	ENSRNOG00000005854	Angpt1	DOID:10286|DOID:10763|DOID:10808|DOID:2316|DOID:2394|DOID:2527|DOID:2671|DOID:4450|DOID:5844|DOID:6432|DOID:8719|DOID:8947
O35462	ANGP2	ENSRNOG00000016696	Angpt2	DOID:0080600|DOID:10762|DOID:10808|DOID:13025|DOID:1312|DOID:2316|DOID:2527|DOID:2671|DOID:2920|DOID:299|DOID:3070|DOID:3247|DOID:326|DOID:4676|DOID:5844|DOID:6432|DOID:8947|DOID:898|DOID:9352
O35465	FKBP8	ENSMUSG00000019428	Fkbp8	DOID:11836
O35469	3BHS6	ENSMUSG00000027869	Hsd3b6	DOID:10652|DOID:10763|DOID:10892|DOID:11612|DOID:12700
O35476	OPSG	ENSRNOG00000051529	Opn1mw	DOID:13909|DOID:13910
O35484	AZIN1	ENSMUSG00000037458	Azin1	DOID:11339|DOID:3748|DOID:5082|DOID:684
O35485	VEGFB	ENSRNOG00000021156	Vegfb	DOID:1727|DOID:5844|DOID:6432
O35509	RB11B	ENSRNOG00000007648	Rab11b	DOID:0050589|DOID:10155
O35516	NOTC2	ENSMUSG00000027878	Notch2	DOID:10591|DOID:162|DOID:2736|DOID:299|DOID:3620|DOID:9245|DOID:9538
O35526	STX1A	ENSMUSG00000007207	Stx1a	DOID:10487|DOID:11949|DOID:150
O35531	O35531	ENSRNOG00000038835	Cd86	DOID:10124|DOID:1040|DOID:11123|DOID:12449|DOID:12842|DOID:2377|DOID:2799|DOID:2841|DOID:2957|DOID:3083|DOID:3525|DOID:418|DOID:6432|DOID:8924|DOID:9119|DOID:9538|DOID:9744|DOID:9952
O35536	TFPI2	ENSMUSG00000029664	Tfpi2	DOID:8466|DOID:9119
O35544	EAA4	ENSMUSG00000005357	Slc1a6	DOID:1289
O35547	ACSL4	ENSRNOG00000019180	Acsl4	DOID:1059|DOID:14501
O35565	FGF10	ENSMUSG00000021732	Fgf10	DOID:10892
O35568	FBLN3	ENSRNOG00000003553	Efemp1	DOID:3070|DOID:4448|DOID:657|DOID:684
O35595	PTC2	ENSMUSG00000028681	Ptch2	DOID:12270|DOID:1289|DOID:14330|DOID:2512|DOID:2513
O35598	ADA10	ENSMUSG00000054693	Adam10	DOID:0050700|DOID:10652|DOID:14004|DOID:1824|DOID:83
O35599	OPSG	ENSMUSG00000031394	Opn1mw	DOID:13910
O35600	ABCA4	ENSMUSG00000028125	Abca4	DOID:10584|DOID:4448|DOID:8466|DOID:8501
O35604	NPC1	ENSMUSG00000024413	Npc1	DOID:14504
O35607	BMPR2	ENSMUSG00000067336	Bmpr2	DOID:14557|DOID:1681|DOID:2841|DOID:5453|DOID:6432
O35608	ANGP2	ENSMUSG00000031465	Angpt2	DOID:0080600|DOID:10762|DOID:10808|DOID:13025|DOID:1312|DOID:2316|DOID:2527|DOID:2671|DOID:2920|DOID:299|DOID:3070|DOID:3247|DOID:326|DOID:4676|DOID:5844|DOID:6432|DOID:8947|DOID:898|DOID:9352
O35613	DAXX	ENSMUSG00000002307	Daxx	DOID:10283|DOID:1240|DOID:169|DOID:2152|DOID:224|DOID:2671|DOID:4468
O35618	MDM4	ENSMUSG00000054387	Mdm4	DOID:10652|DOID:12930
O35625	AXIN1	ENSMUSG00000024182	Axin1	DOID:162|DOID:684
O35627	NR1I3	ENSMUSG00000005677	Nr1i3	DOID:13580
O35632	HYAL2	ENSMUSG00000010047	Hyal2	DOID:6432
O35639	ANXA3	ENSMUSG00000029484	Anxa3	DOID:1686
O35640	ANXA8	ENSMUSG00000021950	Anxa8	DOID:3587|DOID:4947
O35643	AP1B1	ENSMUSG00000009090	Ap1b1	DOID:9562
O35654	DPOD2	ENSMUSG00000020471	Pold2	DOID:162
O35657	NEUR1	ENSMUSG00000007038	Neu1	DOID:3343
O35659	GLP1R	ENSMUSG00000024027	Glp1r	DOID:10763|DOID:4195|DOID:9970
O35660	GSTM6	ENSMUSG00000068762	Gstm6	DOID:0050589|DOID:0060071|DOID:10159|DOID:10241|DOID:10283|DOID:10320|DOID:1037|DOID:10487|DOID:10534|DOID:1070|DOID:10873|DOID:10892|DOID:11054|DOID:11088|DOID:11934|DOID:1205|DOID:1210|DOID:12449|DOID:12849|DOID:1324|DOID:13550|DOID:13636|DOID:13641|DOID:14330|DOID:1474|DOID:1485|DOID:1555|DOID:161|DOID:1612|DOID:1682|DOID:1790|DOID:2152|DOID:2377|DOID:2596|DOID:2671|DOID:2841|DOID:2893|DOID:2957|DOID:299|DOID:3069|DOID:3070|DOID:3083|DOID:3121|DOID:3132|DOID:3310|DOID:3393|DOID:3602|DOID:3748|DOID:3883|DOID:4029|DOID:418|DOID:4362|DOID:4448|DOID:4450|DOID:480|DOID:4914|DOID:4947|DOID:5041|DOID:5082|DOID:5419|DOID:5773|DOID:615|DOID:684|DOID:7148|DOID:783|DOID:824|DOID:83|DOID:850|DOID:8567|DOID:8577|DOID:8618|DOID:8692|DOID:8778|DOID:8923|DOID:8947|DOID:8997|DOID:9074|DOID:9119|DOID:9256|DOID:9261|DOID:9351|DOID:9352|DOID:9538|DOID:9675|DOID:9744|DOID:9952
O35664	INAR2	ENSMUSG00000022971	Ifnar2	DOID:2043
O35668	HAP1	ENSMUSG00000006930	Hap1	DOID:12858|DOID:1289|DOID:1595
O35680	RT12	ENSMUSG00000045948	Mrps12	DOID:10003|DOID:1826|DOID:700
O35684	NEUS	ENSMUSG00000027834	Serpini1	DOID:13372
O35701	MATN3	ENSMUSG00000020583	Matn3	DOID:2256|DOID:8398
O35716	SOCS1	ENSMUSG00000038037	Socs1	DOID:10283|DOID:11054|DOID:2018|DOID:3008|DOID:4001|DOID:526|DOID:5844|DOID:9452|DOID:9970
O35717	SOCS2	ENSMUSG00000020027	Socs2	DOID:1380|DOID:3008|DOID:4001
O35718	SOCS3	ENSMUSG00000053113	Socs3	DOID:1824|DOID:3008|DOID:526|DOID:9352|DOID:9970
O35728	CP4AE	ENSMUSG00000028715	Cyp4a14	DOID:10763
O35732	CFLAR	ENSMUSG00000026031	Cflar	DOID:6000|DOID:9119
O35737	HNRH1	ENSMUSG00000007850	Hnrnph1	DOID:12894|DOID:684
O35740	CITE2	ENSMUSG00000039910	Cited2	DOID:1657|DOID:2316|DOID:3347|DOID:6419
O35744	CHIL3	ENSMUSG00000040809	Chil3	DOID:2841
O35750	SHOX2	ENSRNOG00000012478	Shox2	DOID:1324
O35757	VEGFC	ENSRNOG00000011416	Vegfc	DOID:11054|DOID:2154|DOID:2394|DOID:3008|DOID:3459|DOID:4450|DOID:5082|DOID:684
O35760	IDI1	ENSRNOG00000016690	Idi1	DOID:162
O35762	NKX61	ENSRNOG00000002149	Nkx6-1	DOID:9970
O35764	NPTXR	ENSRNOG00000016156	Nptxr	DOID:2316|DOID:6000
O35767	NKX25	ENSRNOG00000020747	Nkx2-5	DOID:1657|DOID:1681|DOID:1682|DOID:1882|DOID:3770|DOID:6419|DOID:9955
O35776	HYAS2	ENSRNOG00000004854	Has2	DOID:3525|DOID:6432|DOID:9409
