UNIPROT_AC	name	ENSEMBL_ID	GENE_NAME	DO_ID
Q05086	UBE3A	ENSG00000114062	UBE3A	DOID:1932
Q05140	AP180	ENSRNOG00000023861	Snap91	DOID:10652|DOID:3525
Q05144	RAC2	ENSMUSG00000033220	Rac2	DOID:557|DOID:612
Q05306	COAA1	ENSMUSG00000039462	Col10a1	DOID:2256|DOID:90
Q05343	RXRA	ENSRNOG00000009446	Rxra	DOID:12930|DOID:12935|DOID:1682|DOID:1793|DOID:3587|DOID:9074
Q05421	CP2E1	ENSMUSG00000025479	Cyp2e1	DOID:10320|DOID:10534|DOID:1168|DOID:11981|DOID:12689|DOID:14018|DOID:1574|DOID:1596|DOID:2044|DOID:219|DOID:2841|DOID:3021|DOID:3070|DOID:3083|DOID:3525|DOID:409|DOID:552|DOID:684|DOID:841|DOID:8618|DOID:9256|DOID:9261|DOID:9352|DOID:9452|DOID:9744|DOID:9970
Q05512	MARK2	ENSMUSG00000024969	Mark2	DOID:1289
Q05683	DCE2	ENSRNOG00000018200	Gad2	DOID:11714|DOID:1826|DOID:5419|DOID:9744
Q05695	L1CAM	ENSRNOG00000061230	L1cam	DOID:10652|DOID:10908|DOID:1459|DOID:1596|DOID:1793|DOID:2030|DOID:3068|DOID:3312|DOID:3587|DOID:363|DOID:3908|DOID:4001|DOID:5419|DOID:9256
Q05722	CO9A1	ENSMUSG00000026147	Col9a1	DOID:2256|DOID:8398
Q05738	SRY	ENSMUSG00000069036	Sry	DOID:14448
Q05754	DOPO	ENSRNOG00000006641	Dbh	DOID:10762|DOID:10763|DOID:1094|DOID:14330|DOID:1574|DOID:1596|DOID:2316
Q05764	ADDB	ENSRNOG00000015903	Add2	DOID:10763|DOID:1969|DOID:2986
Q05769	PGH2	ENSMUSG00000032487	Ptgs2	DOID:0060180|DOID:10247|DOID:10283|DOID:10652|DOID:10762|DOID:10763|DOID:10808|DOID:11054|DOID:11132|DOID:11335|DOID:11832|DOID:1184|DOID:11949|DOID:11963|DOID:12466|DOID:12858|DOID:1287|DOID:1324|DOID:14654|DOID:1485|DOID:1679|DOID:1793|DOID:1824|DOID:2154|DOID:2316|DOID:2349|DOID:2384|DOID:2671|DOID:2841|DOID:289|DOID:299|DOID:2999|DOID:3021|DOID:3068|DOID:3071|DOID:3083|DOID:3213|DOID:3312|DOID:332|DOID:3770|DOID:3908|DOID:4029|DOID:418|DOID:4450|DOID:4492|DOID:4543|DOID:4914|DOID:4947|DOID:5082|DOID:526|DOID:5394|DOID:5419|DOID:5844|DOID:6255|DOID:6432|DOID:684|DOID:7148|DOID:8398|DOID:8437|DOID:8577|DOID:8719|DOID:8778|DOID:8991|DOID:9206|DOID:9352|DOID:9452|DOID:9675|DOID:9743
Q05793	PGBM	ENSMUSG00000028763	Hspg2	DOID:13481|DOID:2256|DOID:3407|DOID:4195
Q05816	FABP5	ENSMUSG00000027533	Fabp5	DOID:10283|DOID:8893
Q05823	RN5A	ENSG00000135828	RNASEL	DOID:10283
Q05910	ADAM8	ENSMUSG00000025473	Adam8	DOID:2841|DOID:3587|DOID:9498
Q05915	GCH1	ENSMUSG00000037580	Gch1	DOID:3312|DOID:543
Q05920	PYC	NA	Pc	DOID:3651
Q05921	RN5A	ENSMUSG00000066800	Rnasel	DOID:10283|DOID:3883
Q05928	BTC	ENSMUSG00000082361	Btc	DOID:10754|DOID:3892|DOID:9352|DOID:9744
Q05941	ACHA7	ENSRNOG00000010853	Chrna7	DOID:10652|DOID:12217|DOID:5419
Q05962	ADT1	ENSRNOG00000010830	Slc25a4	DOID:10652|DOID:11727|DOID:11984|DOID:12558|DOID:12935|DOID:699|DOID:700
Q05982	NDKA	ENSRNOG00000002693	Nme1	DOID:10286|DOID:11054|DOID:1612|DOID:1749|DOID:2152|DOID:2394|DOID:3459|DOID:3587|DOID:4450|DOID:769
Q05AA6	DRP2	ENSMUSG00000000223	Drp2	DOID:11723
Q06000	LIPL	ENSRNOG00000012181	Lpl	DOID:10652|DOID:10763|DOID:1168|DOID:1312|DOID:13809|DOID:14118|DOID:14221|DOID:3393|DOID:5844|DOID:783|DOID:9352|DOID:9970
Q06138	CAB39	ENSMUSG00000036707	Cab39	DOID:162|DOID:1793|DOID:224|DOID:684|DOID:7998
Q06145	GIP	ENSRNOG00000006306	Gip	DOID:11612|DOID:1459|DOID:2018|DOID:4195|DOID:9352|DOID:9970
Q06175	HBEGF	ENSRNOG00000018646	Hbegf	DOID:3021|DOID:8677
Q06186	HBEGF	ENSMUSG00000024486	Hbegf	DOID:3021|DOID:8677
Q06187	BTK	ENSG00000010671	BTK	DOID:14179|DOID:612
Q06194	FA8	ENSMUSG00000031196	F8	DOID:12134|DOID:9279|DOID:9352
Q06219	NR4A2	ENSMUSG00000026826	Nr4a2	DOID:14330|DOID:5419
Q06226	SGK1	ENSRNOG00000011815	Sgk1	DOID:10763|DOID:224|DOID:2999
Q06318	UTER	ENSMUSG00000024653	Scgb1a1	DOID:10754|DOID:11049|DOID:2797|DOID:2799|DOID:2841|DOID:2921|DOID:2986|DOID:3021|DOID:3770|DOID:9498
Q06332	TNFB	ENSRNOG00000000838	Lta	DOID:1024|DOID:11394|DOID:1205|DOID:12361|DOID:12894|DOID:13258|DOID:1380|DOID:1485|DOID:1612|DOID:1679|DOID:1909|DOID:2018|DOID:2841|DOID:2957|DOID:3070|DOID:3393|DOID:3407|DOID:3526|DOID:3908|DOID:418|DOID:4398|DOID:5844|DOID:8505|DOID:8893|DOID:8947|DOID:9008|DOID:9146|DOID:9155|DOID:9352|DOID:9719|DOID:9744
Q06335	APLP2	ENSMUSG00000031996	Aplp2	DOID:10652|DOID:1289
Q06393	CLCKA	ENSRNOG00000052368	Clcnka	DOID:10003|DOID:12387
Q06437	ODPAT	ENSRNOG00000016223	Pdha2	DOID:8466
Q06486	KC1D	ENSRNOG00000036676	Csnk1d	DOID:10652|DOID:1094
Q06496	NPT2A	ENSRNOG00000015262	Slc34a1	DOID:1062|DOID:12678|DOID:1459|DOID:585|DOID:783|DOID:784|DOID:7998|DOID:898
Q06507	ATF4	ENSMUSG00000042406	Atf4	DOID:10286|DOID:5453
Q06518	NOS2	ENSRNOG00000057443	Nos2	DOID:0050589|DOID:0060180|DOID:10112|DOID:10247|DOID:10320|DOID:10652|DOID:1073|DOID:10754|DOID:10763|DOID:11339|DOID:11396|DOID:11713|DOID:12217|DOID:12236|DOID:12365|DOID:13025|DOID:1307|DOID:13413|DOID:13949|DOID:1407|DOID:14115|DOID:1459|DOID:1485|DOID:1793|DOID:1875|DOID:2237|DOID:2799|DOID:2841|DOID:2957|DOID:3082|DOID:3083|DOID:3393|DOID:3525|DOID:4483|DOID:4676|DOID:4947|DOID:607|DOID:6432|DOID:7693|DOID:841|DOID:850|DOID:9352|DOID:9675|DOID:9744|DOID:9970
Q06609	RAD51	ENSG00000051180	RAD51	DOID:1612
Q06646	AT5G2	ENSRNOG00000015320	Atp5mc2	DOID:11054|DOID:4450|DOID:4467
Q06647	ATPO	ENSRNOG00000001991	Atp5po	DOID:10652|DOID:1459|DOID:4467
Q06649	3BP2	ENSMUSG00000054520	Sh3bp2	DOID:1856
Q06787	FMR1	ENSG00000102081	FMR1	DOID:14261|DOID:5426
Q06826	BMP4	ENSRNOG00000009694	Bmp4	DOID:0080015|DOID:10126|DOID:10286|DOID:11963|DOID:12185|DOID:1222|DOID:13374|DOID:13515|DOID:13976|DOID:14323|DOID:1612|DOID:18|DOID:182|DOID:1826|DOID:1882|DOID:1909|DOID:3827|DOID:4448|DOID:4450|DOID:5394|DOID:540|DOID:668|DOID:9206|DOID:9296
Q06831	SOX4	ENSMUSG00000076431	Sox4	DOID:11054|DOID:1925
Q06890	CLUS	ENSMUSG00000022037	Clu	DOID:10591|DOID:10652|DOID:10763|DOID:11132|DOID:11555|DOID:11656|DOID:13378|DOID:13641|DOID:1612|DOID:1936|DOID:2316|DOID:2526|DOID:3008|DOID:3021|DOID:3393|DOID:3429|DOID:418|DOID:4251|DOID:4449|DOID:576|DOID:5844|DOID:6432|DOID:784|DOID:8466|DOID:8691|DOID:8893|DOID:8947|DOID:9074
Q07008	NOTC1	ENSRNOG00000019322	Notch1	DOID:1380|DOID:162|DOID:299|DOID:3620|DOID:4947
Q07009	CAN2	ENSRNOG00000034015	Capn2	DOID:10652|DOID:11446|DOID:11723|DOID:11984|DOID:2476
Q07014	LYN	ENSRNOG00000008180	Lyn	DOID:289|DOID:9074
Q07066	PXMP2	ENSRNOG00000037446	Pxmp2	DOID:700
Q07071	GCKR	ENSRNOG00000048874	Gckr	DOID:783|DOID:9352
Q07076	ANXA7	ENSMUSG00000021814	Anxa7	DOID:10283|DOID:1612|DOID:2394|DOID:4159
Q07079	IBP5	ENSMUSG00000026185	Igfbp5	DOID:3770|DOID:3827
Q07105	GDF9	ENSMUSG00000018238	Gdf9	DOID:5426
Q07113	MPRI	ENSMUSG00000023830	Igf2r	DOID:1520|DOID:2154|DOID:332|DOID:3459|DOID:3910|DOID:684|DOID:8719|DOID:9352|DOID:9538|DOID:9744
Q07116	SUOX	ENSRNOG00000005987	Suox	DOID:655|DOID:9452
Q07120	GFI1	ENSRNOG00000002042	Gfi1	DOID:1240|DOID:9119
Q07235	GDN	ENSMUSG00000026249	Serpine2	DOID:10652|DOID:10763|DOID:4724
Q07257	TGFB2	ENSRNOG00000002418	Tgfb2	DOID:1520|DOID:2256|DOID:5082|DOID:5844|DOID:9256|DOID:9743
Q07258	TGFB3	ENSRNOG00000009867	Tgfb3	DOID:219|DOID:9256|DOID:9743
Q07266	DREB	ENSRNOG00000014170	Dbn1	DOID:10652|DOID:11446|DOID:14250|DOID:14330|DOID:1561|DOID:224|DOID:3328
Q07303	EPOR	ENSRNOG00000012619	Epor	DOID:10652|DOID:10763|DOID:13025|DOID:13413|DOID:1612|DOID:1686|DOID:2316|DOID:2355|DOID:3070|DOID:4947|DOID:5327|DOID:5844|DOID:783|DOID:8432|DOID:8997|DOID:9074
Q07456	AMBP	ENSMUSG00000028356	Ambp	DOID:1074|DOID:11394|DOID:11400|DOID:2841|DOID:3021
Q07490	CD24	ENSRNOG00000000321	Cd24	DOID:2377
Q07563	COHA1	ENSMUSG00000025064	Col17a1	DOID:3209|DOID:8506
Q07643	CO9A2	ENSMUSG00000028626	Col9a2	DOID:2256
Q07646	MEST	ENSMUSG00000051855	Mest	DOID:0050476
Q07647	GTR3	ENSRNOG00000049298	Slc2a3	DOID:10652|DOID:10763|DOID:83|DOID:9351|DOID:9352
Q07652	CAC1E	ENSRNOG00000002863	Cacna1e	DOID:6364
Q07731	GDNF	ENSRNOG00000012819	Gdnf	DOID:10487|DOID:10652|DOID:11446|DOID:12689|DOID:12842|DOID:12894|DOID:14330|DOID:1793|DOID:1826|DOID:3049|DOID:332|DOID:9810
Q07763	CD244	NA	Cd244	DOID:7148
Q07802	COE1	ENSMUSG00000057098	Ebf1	DOID:811
Q07813	BAX	ENSMUSG00000003873	Bax	DOID:0060071|DOID:10283|DOID:10286|DOID:10652|DOID:10763|DOID:11054|DOID:114|DOID:11476|DOID:127|DOID:12704|DOID:12858|DOID:12930|DOID:1307|DOID:14221|DOID:1596|DOID:1612|DOID:1686|DOID:1824|DOID:1875|DOID:2055|DOID:224|DOID:2560|DOID:289|DOID:3021|DOID:3525|DOID:3669|DOID:4448|DOID:4467|DOID:5295|DOID:6000|DOID:7166|DOID:8398|DOID:8466|DOID:9256|DOID:9352|DOID:9952|DOID:9965
Q07832	PLK1	ENSMUSG00000030867	Plk1	DOID:10286|DOID:11054|DOID:2152|DOID:289|DOID:3459
Q07837	SLC31	ENSG00000138079	SLC3A1	DOID:9266
Q07917	NR4A2	ENSRNOG00000005600	Nr4a2	DOID:14330|DOID:5419
Q07936	ANXA2	ENSRNOG00000010362	Anxa2	DOID:10159|DOID:1459|DOID:3008|DOID:3587|DOID:4450|DOID:4947|DOID:7998
Q07969	CD36	NA	Cd36	DOID:0060224|DOID:0070004|DOID:10223|DOID:10325|DOID:10652|DOID:10763|DOID:10772|DOID:10923|DOID:11612|DOID:11984|DOID:12132|DOID:12365|DOID:12554|DOID:1936|DOID:2218|DOID:2224|DOID:2349|DOID:2378|DOID:2527|DOID:289|DOID:3429|DOID:3770|DOID:4448|DOID:5082|DOID:5844|DOID:8398|DOID:8552|DOID:8997|DOID:9182|DOID:9352|DOID:9970
Q08024	PEBB	ENSMUSG00000031885	Cbfb	DOID:9119
Q08048	HGF	ENSMUSG00000028864	Hgf	DOID:0060224|DOID:0080600|DOID:10126|DOID:10223|DOID:10584|DOID:10763|DOID:11446|DOID:11830|DOID:12306|DOID:13025|DOID:13550|DOID:1612|DOID:1793|DOID:2349|DOID:2741|DOID:3070|DOID:3082|DOID:331|DOID:3393|DOID:3407|DOID:3454|DOID:3565|DOID:3770|DOID:418|DOID:4947|DOID:5844|DOID:633|DOID:7148|DOID:8466|DOID:8472|DOID:8947|DOID:9351|DOID:9719|DOID:9743|DOID:9970
Q08125	IL5	ENSRNOG00000008111	Il5	DOID:1040|DOID:11123|DOID:11132|DOID:1184|DOID:13976|DOID:1470|DOID:2841|DOID:3044|DOID:3049|DOID:3083|DOID:3310|DOID:3525|DOID:4481|DOID:5041|DOID:7148|DOID:8398|DOID:9074|DOID:9498
Q08163	CAP1	ENSRNOG00000013492	Cap1	DOID:1793
Q08201	MDR3	NA	Abcb4	DOID:12236|DOID:13580|DOID:1852|DOID:1949|DOID:5082|DOID:684
Q08297	RAD51	ENSMUSG00000027323	Rad51	DOID:0050700|DOID:10763|DOID:13636|DOID:1612|DOID:1793|DOID:2394
Q08351	TPOR	ENSMUSG00000006389	Mpl	DOID:1588|DOID:2224|DOID:2228|DOID:4971|DOID:8692
Q08369	GATA4	ENSMUSG00000021944	Gata4	DOID:1657|DOID:1682|DOID:1882|DOID:3827|DOID:5844|DOID:6419|DOID:6432
Q08397	LOXL1	ENSG00000129038	LOXL1	DOID:13641
Q08420	SODE	ENSRNOG00000003869	Sod3	DOID:10763|DOID:114|DOID:1389|DOID:3083|DOID:3393|DOID:552|DOID:5844|DOID:8618|DOID:8805|DOID:8947|DOID:9351|DOID:9352
Q08423	TFF1	ENSMUSG00000024032	Tff1	DOID:0060180|DOID:10283|DOID:10534|DOID:10808|DOID:11054|DOID:1380|DOID:2394|DOID:2671|DOID:2871|DOID:3702|DOID:4001
Q08460	KCMA1	ENSMUSG00000063142	Kcnma1	DOID:10652|DOID:11723|DOID:1574|DOID:1827
Q08463	FZD1	ENSRNOG00000016242	Fzd1	DOID:3459
Q08464	FZD2	ENSRNOG00000021962	Fzd2	DOID:127|DOID:3459|DOID:5844
Q08481	PECA1	ENSMUSG00000020717	Pecam1	DOID:10923|DOID:11612|DOID:12177|DOID:12849|DOID:13922|DOID:1936|DOID:2394|DOID:2945|DOID:3192|DOID:3393|DOID:418|DOID:4248|DOID:5082|DOID:5844|DOID:6432|DOID:769|DOID:8398|DOID:853|DOID:8552|DOID:8692|DOID:874|DOID:9008
Q08499	PDE4D	ENSG00000113448	PDE4D	DOID:14669
Q08501	PRLR	ENSMUSG00000005268	Prlr	DOID:12700
Q08509	EPS8	ENSMUSG00000015766	Eps8	DOID:1574
Q08602	PGTA	ENSRNOG00000030483	Rabggta	DOID:3753
Q08731	LIT2	ENSMUSG00000023140	Reg2	DOID:10652|DOID:12894|DOID:219|DOID:4947|DOID:5844|DOID:9744
Q08755	INSI1	ENSRNOG00000006859	Insig1	DOID:9452
Q08761	PROS	ENSMUSG00000022912	Pros1	DOID:2451|DOID:3526
Q08775	RUNX2	ENSMUSG00000039153	Runx2	DOID:13994
Q08834	MGT5A	ENSRNOG00000003614	Mgat5	DOID:576
Q08857	CD36	ENSMUSG00000002944	Cd36	DOID:0060224|DOID:0070004|DOID:10223|DOID:10325|DOID:10652|DOID:10763|DOID:10772|DOID:10923|DOID:11612|DOID:11984|DOID:12132|DOID:12365|DOID:12554|DOID:1936|DOID:2218|DOID:2224|DOID:2349|DOID:2378|DOID:2527|DOID:289|DOID:3429|DOID:3770|DOID:4448|DOID:5082|DOID:5844|DOID:8398|DOID:8552|DOID:8997|DOID:9182|DOID:9352|DOID:9970
Q08874	MITF	ENSMUSG00000035158	Mitf	DOID:13533|DOID:1909|DOID:3211|DOID:4997|DOID:6846|DOID:9258
Q08890	IDS	ENSMUSG00000035847	Ids	DOID:12799
Q08943	SSRP1	ENSMUSG00000027067	Ssrp1	DOID:162
Q08EE8	Q08EE8	NA	Acsbg3	DOID:10588
Q09014	NCF1	ENSMUSG00000015950	Ncf1	DOID:1928|DOID:3265
Q09030	TFF2	ENSRNOG00000001162	Tff2	DOID:10283
Q09073	ADT2	ENSRNOG00000039980	Slc25a5	DOID:700
Q09128	CP24A	ENSRNOG00000013062	Cyp24a1	DOID:12678
Q09137	AAPK2	ENSRNOG00000007706	Prkaa2	DOID:9352
Q09163	DLK1	ENSMUSG00000040856	Dlk1	DOID:13608|DOID:3070
Q09167	SRSF5	ENSRNOG00000005513	Srsf5	DOID:1612|DOID:4467
Q09429	ABCC8	ENSRNOG00000021130	Abcc8	DOID:10763|DOID:11446|DOID:11832|DOID:13317|DOID:1824|DOID:2018|DOID:3525|DOID:4724|DOID:9352|DOID:9993
Q09472	EP300	ENSG00000100393	EP300	DOID:1933
Q09XV5	CHD8	ENSMUSG00000053754	Chd8	DOID:12849|DOID:1682
Q0D2L2	Q0D2L2	ENSRNOG00000047984	Mrps22	DOID:5426
Q0H8V1	Q0H8V1	ENSRNOG00000019995	Dnajc18	DOID:12858
Q0HA29	NMNA2	ENSRNOG00000027697	Nmnat2	DOID:11984
Q0HA38	TT21B	ENSMUSG00000034848	Ttc21b	DOID:12712|DOID:2975
Q0II04	NEBL	ENSMUSG00000053702	Nebl	DOID:12930
Q0P543	GIPR	ENSMUSG00000030406	Gipr	DOID:1287|DOID:4195|DOID:9351|DOID:9352|DOID:9970
Q0PMD2	ANTR1	ENSRNOG00000008678	Antxr1	DOID:1612|DOID:4948|DOID:9256
Q0PY50	Q0PY50	ENSRNOG00000027295	Aph1b	DOID:3393
Q0VBL6	HIF3A	ENSMUSG00000004328	Hif3a	DOID:162|DOID:6432
Q0VBU9	PLPP4	ENSMUSG00000070366	Plpp4	DOID:1612
Q0VGT2	GLI2	ENSMUSG00000048402	Gli2	DOID:13608
Q0WXH6	Q0WXH6	ENSMUSG00000092243	Gm7030	DOID:1273|DOID:1485|DOID:1883|DOID:2841|DOID:4481
Q0Z843	Q0Z843	ENSRNOG00000000312	Fig4	DOID:10595
Q0ZFS8	Q0ZFS8	ENSRNOG00000000520	Srsf3	DOID:2152|DOID:3312
Q0ZHH6	ATLA3	ENSRNOG00000021203	Atl3	DOID:2476
Q10473	GALT1	ENSRNOG00000016207	Galnt1	DOID:4079
Q10571	MN1	ENSG00000169184	MN1	DOID:4586
Q10738	MMP7	ENSMUSG00000018623	Mmp7	DOID:10283|DOID:10286|DOID:1073|DOID:10763|DOID:1380|DOID:13948|DOID:3068|DOID:3908|DOID:4247
Q10739	MMP14	ENSRNOG00000010947	Mmp14	DOID:10941|DOID:11713|DOID:12930|DOID:14004|DOID:14323|DOID:2316|DOID:2349|DOID:2671|DOID:2986|DOID:326|DOID:3459|DOID:5844|DOID:6000|DOID:7148|DOID:7693
Q10743	ADA10	ENSRNOG00000054257	Adam10	DOID:0050700|DOID:10652|DOID:14004|DOID:1824|DOID:83
Q10746	CXCL3	ENSRNOG00000028043	Cxcl3	DOID:0080600|DOID:10459|DOID:1485|DOID:2841|DOID:3083|DOID:874|DOID:9279
Q10758	K2C8	ENSRNOG00000009779	Krt8	DOID:5082
Q11136	PEPD	ENSMUSG00000063931	Pepd	DOID:11984
Q12778	FOXO1	ENSG00000150907	FOXO1	DOID:4051
Q12824	SNF5	ENSG00000099956	SMARCB1	DOID:2129|DOID:3204
Q12879	NMDE1	ENSG00000183454	GRIN2A	DOID:2538
Q12882	DPYD	ENSG00000188641	DPYD	DOID:14218
Q12946	FOXF1	ENSG00000103241	FOXF1	DOID:13042
Q13093	PAFA	ENSG00000146070	PLA2G7	DOID:2841
Q13216	ERCC8	ENSG00000049167	ERCC8	DOID:2962
Q13285	STF1	ENSG00000136931	NR5A1	DOID:5426
Q13315	ATM	ENSG00000149311	ATM	DOID:12704
Q13428	TCOF	ENSG00000070814	TCOF1	DOID:2908
Q13485	SMAD4	ENSG00000141646	SMAD4	DOID:4905|DOID:9256
Q13488	VPP3	ENSG00000110719	TCIRG1	DOID:13533
Q13495	MAMD1	ENSG00000013619	MAMLD1	DOID:10892
Q13501	SQSTM	ENSG00000161011	SQSTM1	DOID:5408
Q13562	NDF1	ENSG00000162992	NEUROD1	DOID:9352
Q13568	IRF5	ENSG00000128604	IRF5	DOID:7148
Q13609	DNSL3	ENSG00000163687	DNASE1L3	DOID:9074
Q13621	S12A1	ENSG00000074803	SLC12A1	DOID:445
Q13635	PTC1	ENSG00000185920	PTCH1	DOID:2512
Q13698	CAC1S	ENSG00000081248	CACNA1S	DOID:14452
Q13873	BMPR2	ENSG00000204217	BMPR2	DOID:14557|DOID:5453
Q13950	RUNX2	ENSG00000124813	RUNX2	DOID:13994
Q13976	KGP1	ENSG00000185532	PRKG1	DOID:14004
Q14191	WRN	ENSG00000165392	WRN	DOID:5688|DOID:9256
Q14203	DCTN1	ENSG00000204843	DCTN1	DOID:332
Q14524	SCN5A	ENSG00000183873	SCN5A	DOID:13884|DOID:9007
Q14566	MCM6	ENSG00000076003	MCM6	DOID:10604
Q14678	KANK1	ENSG00000107104	KANK1	DOID:10970
Q14739	LBR	ENSG00000143815	LBR	DOID:9631
Q14765	STAT4	ENSG00000138378	STAT4	DOID:7148
Q14790	CASP8	ENSG00000064012	CASP8	DOID:1324
Q14865	ARI5B	ENSG00000150347	ARID5B	DOID:9952
Q148B1	Q148B1	ENSMUSG00000067231	Cyp2c65	DOID:1073|DOID:10923|DOID:13922|DOID:783|DOID:9538
Q148W0	AT8B1	ENSMUSG00000039529	Atp8b1	DOID:1852
Q14982	OPCM	ENSG00000183715	OPCML	DOID:2394
Q149L6	DJB14	ENSMUSG00000074212	Dnajb14	DOID:12858
Q14AA6	Q14AA6	ENSMUSG00000028287	1700009N14Rik	DOID:9744
Q14B62	PTHD1	NA	ptchd1	DOID:1094|DOID:12849
Q14B80	KCNC2	ENSMUSG00000035681	Kcnc2	DOID:3068
Q14BI2	GRM2	ENSMUSG00000023192	Grm2	DOID:9976
Q14BT6	A4GCT	ENSMUSG00000037953	A4gnt	DOID:1793
Q14C37	LEMD1	ENSMUSG00000079330	Lemd1	DOID:11726
Q14CH7	SYAM	ENSMUSG00000023938	Aars2	DOID:0050753|DOID:10223|DOID:10595
Q14DL0	UBQLN	ENSMUSG00000051437	Ubqlnl	DOID:1289|DOID:332|DOID:9255
Q14U74	Q14U74	ENSRNOG00000012146	Pomt2	DOID:9884
Q15126	PMVK	ENSG00000163344	PMVK	DOID:3805
Q15198	PGFRL	ENSG00000104213	PDGFRL	DOID:9256
Q15306	IRF4	ENSG00000137265	IRF4	DOID:9538
Q15427	SF3B4	ENSG00000143368	SF3B4	DOID:5768
Q15465	SHH	ENSG00000164690	SHH	DOID:1148
Q15466	NR0B2	ENSG00000131910	NR0B2	DOID:9970
Q15526	SURF1	ENSG00000148290	SURF1	DOID:3762
Q15582	BGH3	ENSG00000120708	TGFBI	DOID:8943
Q15672	TWST1	ENSG00000122691	TWIST1	DOID:14768|DOID:2340
Q15746	MYLK	ENSG00000065534	MYLK	DOID:14004
Q157S1	CRTC1	ENSRNOG00000022421	Crtc1	DOID:1470|DOID:3525
Q15831	STK11	ENSG00000118046	STK11	DOID:3852|DOID:5557
Q15842	KCNJ8	ENSG00000121361	KCNJ8	DOID:9007
Q15848	ADIPO	ENSG00000181092	ADIPOQ	DOID:9352
Q15858	SCN9A	ENSG00000169432	SCN9A	DOID:9240
Q15910	EZH2	ENSG00000106462	EZH2	DOID:14731
Q16394	EXT1	ENSG00000182197	EXT1	DOID:206|DOID:3371|DOID:4998
Q16610	ECM1	ENSG00000143369	ECM1	DOID:14498
Q16635	TAZ	NA	TAFAZZIN	DOID:0050476
Q16637	SMN	ENSG00000172062	SMN1	DOID:12376|DOID:13137
Q16647	PTGIS	ENSG00000124212	PTGIS	DOID:10825
Q16653	MOG	ENSG00000204655	MOG	DOID:8986
Q16667	CDKN3	ENSG00000100526	CDKN3	DOID:684
Q16678	CP1B1	ENSG00000138061	CYP1B1	DOID:1068|DOID:11211
Q16821	PPR3A	ENSG00000154415	PPP1R3A	DOID:9352
Q1H9T6	TZAP	ENSMUSG00000028952	Zbtb48	DOID:1574
Q1HDU4	Q1HDU4	ENSMUSG00000040345	Arhgap9	DOID:1574
Q1HFZ0	NSUN2	ENSMUSG00000021595	Nsun2	DOID:1059
Q1HG60	PIF1	ENSRNOG00000015878	Pif1	DOID:162|DOID:3911
Q1KQ07	Q1KQ07	ENSRNOG00000025023	Stat6	DOID:10283|DOID:10286|DOID:10966|DOID:2841|DOID:820|DOID:898
Q1KZI0	Q1KZI0	ENSRNOG00000039058	Prl2c1	DOID:2945|DOID:3407|DOID:9970|DOID:9993
Q1LZ51	Q1LZ51	ENSRNOG00000010625	Dnmt3b	DOID:1324|DOID:14654|DOID:1682|DOID:2030|DOID:289|DOID:3275|DOID:3587|DOID:3748|DOID:3910|DOID:5409|DOID:5419|DOID:5520|DOID:684|DOID:7148|DOID:8552|DOID:8923|DOID:8924|DOID:9119|DOID:9744
Q1LZ53	DNM3A	ENSRNOG00000026649	Dnmt3a	DOID:10534|DOID:1324|DOID:14654|DOID:1682|DOID:289|DOID:3525|DOID:3905|DOID:5603|DOID:684|DOID:8552|DOID:8924|DOID:9119|DOID:9952
Q1M168	ATCAY	ENSRNOG00000020407	Atcay	DOID:0050753|DOID:543
Q1WIM2	CADM2	ENSRNOG00000030840	Cadm2	DOID:3069|DOID:684|DOID:768|DOID:8893|DOID:9352|DOID:9970
Q27W01	RBM8A	ENSRNOG00000021215	Rbm8a	DOID:14699
Q29980	MICB	ENSG00000204516	MICB	DOID:7148
Q29983	MICA	ENSG00000204520	MICA	DOID:8893|DOID:9008
Q29RW1	MYH4	NA	Myh4	DOID:11446|DOID:11720|DOID:3429|DOID:397|DOID:423
Q2A121	FTO	ENSRNOG00000011728	Fto	DOID:9970
Q2A865	S6A19	ENSRNOG00000026501	Slc6a19	DOID:1060|DOID:10763
Q2AC31	FFAR4	ENSRNOG00000021763	Ffar4	DOID:9970
Q2EG98	PK1L3	ENSMUSG00000048827	Pkd1l3	DOID:898
Q2EJA0	YAP1	ENSRNOG00000005933	Yap1	DOID:12270|DOID:1289|DOID:162|DOID:2394
Q2IBC5	CAV2	ENSRNOG00000057713	Cav2	DOID:1070|DOID:13544|DOID:3070|DOID:9970
Q2IBD1	Q2IBD1	ENSRNOG00000051905	Wnt2	DOID:10283|DOID:11832|DOID:1612|DOID:2871|DOID:3459|DOID:684
Q2KHI9	MCM9	ENSMUSG00000058298	Mcm9	DOID:684
Q2KHT3	CL16A	ENSG00000038532	CLEC16A	DOID:9744
Q2KMM2	TPPC1	ENSRNOG00000037627	Trappc1	DOID:162|DOID:1909
Q2LKU9	NLR1A	ENSMUSG00000069830	Nlrp1a	DOID:12306
Q2M1K6	S39AD	ENSRNOG00000011981	Slc39a13	DOID:13359
Q2M1P5	KIF7	ENSG00000166813	KIF7	DOID:1935|DOID:9250
Q2M2S1	Q2M2S1	ENSRNOG00000006435	Tor1b	DOID:543
Q2MJT0	MEF2A	ENSRNOG00000047756	Mef2a	DOID:1059|DOID:12930
Q2MKA5	ACHA5	ENSMUSG00000035594	Chrna5	DOID:1324
Q2NL51	GSK3A	ENSMUSG00000057177	Gsk3a	DOID:332
