ENSEMBL_ID	DO_ID
ENSG00000109861	DOID:1474|DOID:3389
ENSG00000110092	DOID:9538
ENSG00000110243	DOID:1172
ENSG00000110435	DOID:3649
ENSG00000110628	DOID:1324|DOID:1612|DOID:3246
ENSG00000110651	DOID:12177
ENSG00000110711	DOID:3829|DOID:5394
ENSG00000110719	DOID:13533
ENSG00000110887	DOID:5419
ENSG00000111012	DOID:10609
ENSG00000111252	DOID:10608|DOID:9744
ENSG00000111424	DOID:10609
ENSG00000111537	DOID:12449
ENSG00000111802	DOID:0111613
ENSG00000112116	DOID:2058
ENSG00000112357	DOID:2580
ENSG00000112425	DOID:3534
ENSG00000112530	DOID:1024
ENSG00000112562	DOID:701
ENSG00000112619	DOID:10584|DOID:11105|DOID:9822
ENSG00000112964	DOID:13810|DOID:9521
ENSG00000113273	DOID:12800
ENSG00000113318	DOID:1380
ENSG00000113448	DOID:14669
ENSG00000113520	DOID:3526
ENSG00000113721	DOID:9119
ENSG00000113924	DOID:9270
ENSG00000114054	DOID:14701
ENSG00000114062	DOID:1932
ENSG00000114480	DOID:2750
ENSG00000114859	DOID:446
ENSG00000115138	DOID:9970
ENSG00000115170	DOID:13374
ENSG00000115317	DOID:14330
ENSG00000115504	DOID:10283
ENSG00000116062	DOID:1380|DOID:9256
ENSG00000116157	DOID:9206
ENSG00000116288	DOID:14330
ENSG00000117152	DOID:5419
ENSG00000117322	DOID:12177
ENSG00000117400	DOID:2224|DOID:4971
ENSG00000117425	DOID:2512
ENSG00000117560	DOID:6688
ENSG00000117586	DOID:9074
ENSG00000117601	DOID:3755
ENSG00000118046	DOID:3852|DOID:5557
ENSG00000118271	DOID:12169
ENSG00000118432	DOID:9970
ENSG00000118520	DOID:9278
ENSG00000119508	DOID:3369
ENSG00000119684	DOID:9256
ENSG00000119772	DOID:9119
ENSG00000119899	DOID:3659
ENSG00000119950	DOID:10283
ENSG00000120149	DOID:2340
ENSG00000120457	DOID:446
ENSG00000120693	DOID:14557
ENSG00000120708	DOID:8943
ENSG00000120889	DOID:5520
ENSG00000121361	DOID:9007
ENSG00000121454	DOID:9406
ENSG00000121634	DOID:83
ENSG00000121653	DOID:9352
ENSG00000121691	DOID:2582
ENSG00000121742	DOID:14693
ENSG00000121879	DOID:1612|DOID:2394|DOID:6498|DOID:684|DOID:9256
ENSG00000122025	DOID:9119
ENSG00000122126	DOID:1056
ENSG00000122482	DOID:11830
ENSG00000122691	DOID:14768|DOID:2340
ENSG00000122735	DOID:9562
ENSG00000122852	DOID:12716
ENSG00000123191	DOID:893
ENSG00000123240	DOID:1070
ENSG00000123560	DOID:3210
ENSG00000124212	DOID:10825
ENSG00000124491	DOID:2211
ENSG00000124788	DOID:1441
ENSG00000124813	DOID:13994
ENSG00000125084	DOID:11476
ENSG00000125347	DOID:10534
ENSG00000125730	DOID:8354
ENSG00000125779	DOID:3981
ENSG00000126088	DOID:3132
ENSG00000126215	DOID:1612
ENSG00000126218	DOID:2222
ENSG00000126522	DOID:14755
ENSG00000126895	DOID:12387
ENSG00000127415	DOID:12798
ENSG00000127419	DOID:14330
ENSG00000127507	DOID:1554
ENSG00000127870	DOID:5041
ENSG00000128322	DOID:2583
ENSG00000128604	DOID:7148
ENSG00000128617	DOID:11661
ENSG00000128656	DOID:12557
ENSG00000128683	DOID:10970
ENSG00000128714	DOID:14679
ENSG00000128928	DOID:14753
ENSG00000129038	DOID:13641
ENSG00000129422	DOID:684
ENSG00000129535	DOID:0110397
ENSG00000129654	DOID:4481
ENSG00000129757	DOID:5572
ENSG00000129991	DOID:397
ENSG00000130164	DOID:13810
ENSG00000130173	DOID:9352|DOID:9744
ENSG00000130203	DOID:3145|DOID:4423
ENSG00000130283	DOID:6406|DOID:6419
ENSG00000130402	DOID:1312
ENSG00000130489	DOID:11830
ENSG00000130635	DOID:13359|DOID:14720
ENSG00000131095	DOID:4252
ENSG00000131187	DOID:14735|DOID:2231
ENSG00000131238	DOID:14503
ENSG00000131828	DOID:3649
ENSG00000131910	DOID:9970
ENSG00000132170	DOID:3070|DOID:9970
ENSG00000132464	DOID:2187
ENSG00000132518	DOID:14791|DOID:980
ENSG00000132781	DOID:10534
ENSG00000132842	DOID:3753
ENSG00000132965	DOID:3526
ENSG00000133048	DOID:5419
ENSG00000133105	DOID:11383
ENSG00000133111	DOID:5812
ENSG00000133216	DOID:10283
ENSG00000133392	DOID:14004
ENSG00000133703	DOID:10534|DOID:9119
ENSG00000133818	DOID:2394
ENSG00000133895	DOID:10017
ENSG00000134014	DOID:332
ENSG00000134086	DOID:14175
ENSG00000134242	DOID:12306|DOID:7148|DOID:9074|DOID:9744
ENSG00000134250	DOID:2736|DOID:9245
ENSG00000134371	DOID:13543|DOID:1540
ENSG00000134376	DOID:10584
ENSG00000134853	DOID:9253
ENSG00000134982	DOID:10534|DOID:684
ENSG00000134987	DOID:1067
ENSG00000135324	DOID:9970
ENSG00000135406	DOID:332
ENSG00000135437	DOID:11105
ENSG00000135744	DOID:10825
ENSG00000135828	DOID:10283
ENSG00000135903	DOID:4051|DOID:9258
ENSG00000135929	DOID:4810
ENSG00000136068	DOID:14764
ENSG00000136244	DOID:676
ENSG00000136352	DOID:3969
ENSG00000136492	DOID:1612
ENSG00000136574	DOID:1657|DOID:6419
ENSG00000136827	DOID:543
ENSG00000136872	DOID:9869
ENSG00000136931	DOID:5426
ENSG00000136944	DOID:9467
ENSG00000136997	DOID:8584
ENSG00000137090	DOID:5557
ENSG00000137261	DOID:4428
ENSG00000137265	DOID:9538
ENSG00000137700	DOID:2749
ENSG00000137992	DOID:9269
ENSG00000138031	DOID:9970
ENSG00000138061	DOID:1068|DOID:11211
ENSG00000138079	DOID:9266
ENSG00000138246	DOID:14330
ENSG00000138303	DOID:9206
ENSG00000138378	DOID:7148
ENSG00000138413	DOID:3070
ENSG00000138435	DOID:3635|DOID:437
ENSG00000138592	DOID:7004
ENSG00000138622	DOID:13884
ENSG00000138684	DOID:12177
ENSG00000138823	DOID:1386
ENSG00000139083	DOID:9119
ENSG00000139287	DOID:1595
ENSG00000139515	DOID:9352
ENSG00000139540	DOID:11830
ENSG00000139549	DOID:14448
ENSG00000139567	DOID:1270
ENSG00000139618	DOID:1612
ENSG00000139687	DOID:11054|DOID:3347|DOID:768
ENSG00000140262	DOID:2340
ENSG00000140521	DOID:12558|DOID:3652
ENSG00000140522	DOID:11105
ENSG00000140675	DOID:9432
ENSG00000140718	DOID:9970
ENSG00000140905	DOID:9268
ENSG00000141448	DOID:6406|DOID:6419
ENSG00000141510	DOID:1324|DOID:2626|DOID:3012|DOID:3948|DOID:5041|DOID:5520
ENSG00000141524	DOID:13777
ENSG00000141527	DOID:9212
ENSG00000141646	DOID:4905|DOID:9256
ENSG00000141655	DOID:5408
ENSG00000141736	DOID:10534|DOID:1324|DOID:2394|DOID:3070
ENSG00000142168	DOID:332
ENSG00000142208	DOID:13482|DOID:1612|DOID:9256
ENSG00000142330	DOID:9352
ENSG00000143224	DOID:4346
ENSG00000143278	DOID:2211
ENSG00000143341	DOID:10871
ENSG00000143368	DOID:5768
ENSG00000143369	DOID:14498
ENSG00000143390	DOID:5812
ENSG00000143536	DOID:5041
ENSG00000143631	DOID:1702
ENSG00000143632	DOID:3191
ENSG00000143669	DOID:2935
ENSG00000143815	DOID:9631
ENSG00000144061	DOID:12712
ENSG00000145020	DOID:9268
ENSG00000145335	DOID:12217|DOID:14330
ENSG00000145675	DOID:2583
ENSG00000145996	DOID:9352
ENSG00000146038	DOID:4428
ENSG00000146070	DOID:2841
ENSG00000146648	DOID:1324
ENSG00000146926	DOID:1067
ENSG00000147044	DOID:14711
ENSG00000147168	DOID:628
ENSG00000147202	DOID:5426
ENSG00000147889	DOID:10041
ENSG00000148204	DOID:10584
ENSG00000148218	DOID:3133
ENSG00000148290	DOID:3762
ENSG00000148516	DOID:11555
ENSG00000148737	DOID:9352
ENSG00000149131	DOID:14735
ENSG00000149260	DOID:9719
ENSG00000149295	DOID:0050741
ENSG00000149311	DOID:12704
ENSG00000149451	DOID:2841
ENSG00000149948	DOID:13223
ENSG00000150347	DOID:9952
ENSG00000150768	DOID:3649
ENSG00000150907	DOID:4051
ENSG00000151090	DOID:11633
ENSG00000151348	DOID:206
ENSG00000151577	DOID:4990|DOID:5419
ENSG00000151702	DOID:3369
ENSG00000151834	DOID:0050741
ENSG00000152061	DOID:9119
ENSG00000152213	DOID:1040
ENSG00000152217	DOID:8552|DOID:9119
ENSG00000152556	DOID:11721
ENSG00000152591	DOID:4154|DOID:701
ENSG00000152601	DOID:11555|DOID:11722
ENSG00000152661	DOID:4534|DOID:9955
ENSG00000153064	DOID:9074
ENSG00000153487	DOID:5520
ENSG00000154122	DOID:1156
ENSG00000154415	DOID:9352
ENSG00000154856	DOID:4535
ENSG00000155850	DOID:14687
ENSG00000156466	DOID:10426
ENSG00000156574	DOID:758
ENSG00000156738	DOID:12177
ENSG00000157152	DOID:5419
ENSG00000157404	DOID:3263|DOID:350|DOID:5557|DOID:9119|DOID:9253
ENSG00000157764	DOID:1324|DOID:9256
ENSG00000157765	DOID:12117
ENSG00000157766	DOID:84
ENSG00000157933	DOID:2340
ENSG00000158578	DOID:13270|DOID:8955
ENSG00000158813	DOID:2121
ENSG00000158828	DOID:14330
ENSG00000159023	DOID:2373
ENSG00000159184	DOID:10283
ENSG00000159267	DOID:859
ENSG00000159339	DOID:7148
ENSG00000159459	DOID:14694
ENSG00000159640	DOID:3526
ENSG00000159723	DOID:9970
ENSG00000159921	DOID:3659
ENSG00000159958	DOID:12177
ENSG00000160050	DOID:1935
ENSG00000160200	DOID:9263
ENSG00000160211	DOID:2861
ENSG00000160213	DOID:891
ENSG00000160224	DOID:417
ENSG00000160323	DOID:10772
ENSG00000160789	DOID:11712|DOID:12930|DOID:3911
ENSG00000160803	DOID:332
ENSG00000160856	DOID:7148
ENSG00000160882	DOID:14080
ENSG00000160949	DOID:5684
ENSG00000160957	DOID:2732
ENSG00000161011	DOID:5408
ENSG00000161270	DOID:2590
ENSG00000161610	DOID:8986
ENSG00000162337	DOID:11476|DOID:13533
ENSG00000162438	DOID:4989
ENSG00000162669	DOID:5426
ENSG00000162688	DOID:2748
ENSG00000162736	DOID:2280
ENSG00000162992	DOID:9352
ENSG00000163132	DOID:6678
ENSG00000163322	DOID:1612
ENSG00000163344	DOID:3805
ENSG00000163497	DOID:9007
ENSG00000163513	DOID:5041
ENSG00000163554	DOID:2373
ENSG00000163599	DOID:417|DOID:9074
ENSG00000163600	DOID:12177
ENSG00000163644	DOID:9269
ENSG00000163666	DOID:9406
ENSG00000163687	DOID:9074
ENSG00000163702	DOID:2058
ENSG00000163930	DOID:1790
ENSG00000163956	DOID:11830
ENSG00000164116	DOID:13099
ENSG00000164120	DOID:14283
ENSG00000164190	DOID:11725
ENSG00000164252	DOID:2926
ENSG00000164266	DOID:4989
ENSG00000164306	DOID:11830
ENSG00000164362	DOID:12449
ENSG00000164442	DOID:1657
ENSG00000164458	DOID:3302
ENSG00000164690	DOID:1148
ENSG00000164692	DOID:12347
ENSG00000164736	DOID:9620
ENSG00000164756	DOID:9352
ENSG00000164932	DOID:9206
ENSG00000164951	DOID:3649
ENSG00000165029	DOID:1388
ENSG00000165140	DOID:5204
ENSG00000165240	DOID:1838
ENSG00000165392	DOID:5688|DOID:9256
ENSG00000165409	DOID:7998
ENSG00000165458	DOID:9352
ENSG00000165588	DOID:9406
ENSG00000165671	DOID:14748|DOID:5572
ENSG00000165694	DOID:9649
ENSG00000165699	DOID:13515|DOID:3319
ENSG00000165704	DOID:1919
ENSG00000165730	DOID:10591
ENSG00000165731	DOID:10016|DOID:9256
ENSG00000165821	DOID:12270
ENSG00000166033	DOID:13945
ENSG00000166035	DOID:9352
ENSG00000166147	DOID:14323
ENSG00000166341	DOID:988
ENSG00000166603	DOID:9970
ENSG00000166813	DOID:1935|DOID:9250
ENSG00000166949	DOID:9256
ENSG00000167207	DOID:0050589
ENSG00000167522	DOID:14780
ENSG00000167580	DOID:12387
ENSG00000167634	DOID:3590
ENSG00000167768	DOID:4603
ENSG00000167972	DOID:12120
ENSG00000168036	DOID:1790|DOID:2394|DOID:452|DOID:5374|DOID:9256
ENSG00000168291	DOID:3649
ENSG00000168447	DOID:9563
ENSG00000168453	DOID:987
ENSG00000168484	DOID:12120|DOID:12716
ENSG00000168610	DOID:3261
ENSG00000168646	DOID:9256
ENSG00000168685	DOID:2377
ENSG00000168769	DOID:8997
ENSG00000168878	DOID:12120|DOID:12716
ENSG00000169032	DOID:4253
ENSG00000169047	DOID:9352
ENSG00000169057	DOID:1206|DOID:1932
ENSG00000169083	DOID:10892|DOID:4674
ENSG00000169184	DOID:4586
ENSG00000169194	DOID:4481
ENSG00000169432	DOID:9240
ENSG00000169676	DOID:529
ENSG00000169704	DOID:2217
ENSG00000169814	DOID:856
ENSG00000169896	DOID:9074
ENSG00000169919	DOID:12803
ENSG00000169946	DOID:3827|DOID:6406|DOID:6419
ENSG00000170485	DOID:1595
ENSG00000170820	DOID:14450|DOID:5425
ENSG00000170836	DOID:1612|DOID:2394
ENSG00000171105	DOID:9352
ENSG00000171195	DOID:2841
ENSG00000171298	DOID:2752
ENSG00000171303	DOID:14557
ENSG00000171320	DOID:5325
ENSG00000171557	DOID:2236
ENSG00000171560	DOID:2236
ENSG00000171564	DOID:2236
ENSG00000171759	DOID:9281
ENSG00000171766	DOID:1062
ENSG00000171812	DOID:11555
ENSG00000171862	DOID:10283|DOID:1380|DOID:3070|DOID:5520|DOID:6457
ENSG00000171867	DOID:11949|DOID:4249
ENSG00000172057	DOID:2841
ENSG00000172062	DOID:12376|DOID:13137
ENSG00000172115	DOID:1588
ENSG00000172243	DOID:2058
ENSG00000172399	DOID:0110322
ENSG00000172456	DOID:332
ENSG00000172482	DOID:2977
ENSG00000172575	DOID:9074
ENSG00000172893	DOID:14692
ENSG00000173040	DOID:12714
ENSG00000173085	DOID:4752
ENSG00000173599	DOID:3651
ENSG00000174175	DOID:3526
ENSG00000174326	DOID:9352
ENSG00000174327	DOID:9352
ENSG00000174358	DOID:1060
ENSG00000174437	DOID:2734
ENSG00000174483	DOID:1935
ENSG00000174775	DOID:11054|DOID:3962
ENSG00000175197	DOID:5363
ENSG00000175198	DOID:14701
ENSG00000175325	DOID:9406
ENSG00000175445	DOID:13809|DOID:14118
ENSG00000175497	DOID:2841
ENSG00000175564	DOID:9970
ENSG00000176165	DOID:1206
ENSG00000176387	DOID:4367
ENSG00000177000	DOID:3526|DOID:5419|DOID:9263
ENSG00000177189	DOID:3783
ENSG00000177455	DOID:12177
ENSG00000177628	DOID:14330
ENSG00000178394	DOID:9620
ENSG00000178445	DOID:9268
ENSG00000179142	DOID:14080
ENSG00000179163	DOID:14500
ENSG00000179583	DOID:5812
ENSG00000179630	DOID:676
ENSG00000180053	DOID:6406
ENSG00000180210	DOID:2235|DOID:2452|DOID:3526
ENSG00000180509	DOID:2842
ENSG00000181072	DOID:0050741|DOID:1595
ENSG00000181092	DOID:9352
ENSG00000181555	DOID:9119|DOID:9952
ENSG00000181690	DOID:452
ENSG00000181856	DOID:9352
ENSG00000182054	DOID:3070
ENSG00000182197	DOID:206|DOID:3371|DOID:4998
ENSG00000182346	DOID:5419
ENSG00000182533	DOID:9007
ENSG00000182636	DOID:11983
ENSG00000182944	DOID:3369
ENSG00000183072	DOID:1657|DOID:6406|DOID:6419|DOID:9955
ENSG00000183196	DOID:2565
ENSG00000183454	DOID:2538
ENSG00000183715	DOID:2394
ENSG00000183733	DOID:5426
ENSG00000183735	DOID:1067
ENSG00000183765	DOID:10283|DOID:1612|DOID:3347
ENSG00000183770	DOID:14778|DOID:5426
ENSG00000183873	DOID:13884|DOID:9007
ENSG00000184058	DOID:11198|DOID:12583|DOID:6406
ENSG00000184156	DOID:14264
ENSG00000184634	DOID:14711
ENSG00000184895	DOID:14448
ENSG00000184903	DOID:11119
ENSG00000184937	DOID:1790|DOID:2154|DOID:3764
ENSG00000185008	DOID:9620
ENSG00000185010	DOID:12134
ENSG00000185245	DOID:2217
ENSG00000185345	DOID:14330
ENSG00000185532	DOID:14004
ENSG00000185909	DOID:8567
ENSG00000185920	DOID:2512
ENSG00000186010	DOID:8161
ENSG00000186081	DOID:4644
ENSG00000186104	DOID:10609
ENSG00000186153	DOID:5041
ENSG00000186395	DOID:4603
ENSG00000186575	DOID:1790|DOID:3204
ENSG00000186716	DOID:8552
ENSG00000186847	DOID:4644
ENSG00000186868	DOID:11870|DOID:678|DOID:9255
ENSG00000187266	DOID:10780
ENSG00000187554	DOID:417
ENSG00000187566	DOID:3534
ENSG00000187741	DOID:13636
ENSG00000187796	DOID:2058
ENSG00000187908	DOID:3070
ENSG00000188037	DOID:2106
ENSG00000188419	DOID:9821
ENSG00000188536	DOID:1099
ENSG00000188641	DOID:14218
ENSG00000188690	DOID:13271
ENSG00000188906	DOID:14330
ENSG00000188992	DOID:1172
ENSG00000196092	DOID:9952
ENSG00000196126	DOID:7148
ENSG00000196218	DOID:3529|DOID:8545
ENSG00000196352	DOID:10611
ENSG00000196628	DOID:11555
ENSG00000196712	DOID:9256
ENSG00000196743	DOID:4795
ENSG00000196839	DOID:5810
ENSG00000196924	DOID:14711
ENSG00000196935	DOID:3962
ENSG00000197208	DOID:7148
ENSG00000197249	DOID:13372
ENSG00000197299	DOID:2717
ENSG00000197375	DOID:14365
ENSG00000197386	DOID:12858
ENSG00000197561	DOID:5339
ENSG00000197594	DOID:9352
ENSG00000197746	DOID:10581
ENSG00000198223	DOID:12120
ENSG00000198589	DOID:12177
ENSG00000198695	DOID:3652|DOID:3687|DOID:705
ENSG00000198712	DOID:3762
ENSG00000198727	DOID:705
ENSG00000198734	DOID:11512|DOID:2216|DOID:3526
ENSG00000198763	DOID:3652|DOID:705
ENSG00000198786	DOID:3652|DOID:3687|DOID:705
ENSG00000198804	DOID:3762|DOID:705|DOID:9256
ENSG00000198805	DOID:5813
ENSG00000198836	DOID:5723
ENSG00000198840	DOID:3652
ENSG00000198886	DOID:3687|DOID:705
ENSG00000198888	DOID:3687|DOID:705|DOID:9352
ENSG00000198899	DOID:3652|DOID:705
ENSG00000198910	DOID:10908|DOID:2476
ENSG00000198938	DOID:3762|DOID:705
ENSG00000198947	DOID:11723|DOID:9883
ENSG00000203618	DOID:2217
ENSG00000203908	DOID:3393
ENSG00000204217	DOID:14557|DOID:5453
ENSG00000204386	DOID:3343
ENSG00000204498	DOID:7148
ENSG00000204516	DOID:7148
ENSG00000204520	DOID:8893|DOID:9008
ENSG00000204525	DOID:8893
ENSG00000204655	DOID:8986
ENSG00000204843	DOID:332
ENSG00000204983	DOID:4989
ENSG00000205155	DOID:2280
ENSG00000205213	DOID:11476
ENSG00000206503	DOID:9744
ENSG00000211896	DOID:9538
ENSG00000211899	DOID:2583
ENSG00000212907	DOID:705
ENSG00000213047	DOID:2841
ENSG00000213281	DOID:3962
ENSG00000213398	DOID:1391
ENSG00000213614	DOID:3320|DOID:4795
ENSG00000213918	DOID:9074
ENSG00000224389	DOID:9074
ENSG00000225614	DOID:14775
ENSG00000225830	DOID:2962
ENSG00000225950	DOID:1067
ENSG00000226979	DOID:9008
ENSG00000228716	DOID:13382
ENSG00000232810	DOID:9008
ENSG00000234745	DOID:7147
ENSG00000240505	DOID:12177
ENSG00000240972	DOID:676
ENSG00000241635	DOID:2739|DOID:3803
ENSG00000244731	DOID:9074
ENSG00000244734	DOID:10923|DOID:12241
ENSG00000245848	DOID:9119
ENSG00000248098	DOID:9269
ENSG00000248099	DOID:11383
ENSG00000256269	DOID:3890
ENSG00000263639	DOID:10283
ENSG00000263761	DOID:1270
ENSG00000265241	DOID:14699
ENSG00000267673	DOID:699
ENSG00000268221	DOID:13909
ENSG00000269335	DOID:12305|DOID:14793
ENSG00000273540	DOID:11555
ENSG00000274523	DOID:1928
ENSG00000275410	DOID:10283|DOID:9352
ENSG00000284779	DOID:14681
